feature,coefficient,abs_coefficient
ART4 (420),0.009665898369245314,0.009665898369245314
KY (339855),0.009660806640688335,0.009660806640688335
MPHOSPH6 (10200),-0.009658128018925358,0.009658128018925358
ASB12 (142689),-0.009638065995089465,0.009638065995089465
LRGUK (136332),-0.009579198485066324,0.009579198485066324
KIR2DL1 (3802),-0.009495387688107601,0.009495387688107601
TAF7L (54457),-0.009481040971937183,0.009481040971937183
FZD2 (2535),0.009427929902633223,0.009427929902633223
EPHB6 (2051),-0.009407632975878722,0.009407632975878722
TTLL8 (164714),0.009377116154752396,0.009377116154752396
CERS4 (79603),0.009358758698615185,0.009358758698615185
SMIM14 (201895),0.009348118329716977,0.009348118329716977
CCL11 (6356),-0.009339324936037818,0.009339324936037818
KCNE1 (3753),0.009289733555612972,0.009289733555612972
ETV3 (2117),-0.009260034107671376,0.009260034107671376
HLA-G (3135),-0.009249040636046093,0.009249040636046093
LRRK2 (120892),-0.009168631233388248,0.009168631233388248
CFAP210 (129881),0.009105137481478313,0.009105137481478313
ART1 (417),-0.009002273572462034,0.009002273572462034
GOLGA6L7 (728310),-0.00898227489329068,0.00898227489329068
TNFRSF10C (8794),-0.008878998328866058,0.008878998328866058
ALKBH5 (54890),0.008805651641284287,0.008805651641284287
APPBP2 (10513),0.00879857996229843,0.00879857996229843
MGARP (84709),0.008752144569495189,0.008752144569495189
DEFB1 (1672),-0.008720282583004405,0.008720282583004405
CD207 (50489),0.008712960370128206,0.008712960370128206
OR2A42 (402317),0.008689001016190783,0.008689001016190783
QPCT (25797),-0.008687401659003566,0.008687401659003566
CIMIP1 (128602),0.008625290674104068,0.008625290674104068
PEX39 (441150),0.008622468859171398,0.008622468859171398
WFDC13 (164237),0.00859790212076187,0.00859790212076187
SPANXA2 (728712),0.008597163607023384,0.008597163607023384
IFT74 (80173),-0.00856321566621077,0.00856321566621077
MT-ND3 (4537),0.008558973832758264,0.008558973832758264
PTPRQ (374462),0.008487857446809067,0.008487857446809067
TMEM82 (388595),0.0084569492034406,0.0084569492034406
PSMD5 (5711),0.008396857466848012,0.008396857466848012
PRSS3 (5646),-0.008379243550859027,0.008379243550859027
ZFP42 (132625),0.008357129535458646,0.008357129535458646
NDUFAF3 (25915),0.008356334556628786,0.008356334556628786
GAA (2548),-0.008320870143560536,0.008320870143560536
SH2D1B (117157),-0.008305274211563171,0.008305274211563171
OAS1 (4938),-0.008293356534883565,0.008293356534883565
VILL (50853),0.00827735722564305,0.00827735722564305
SLC38A9 (153129),-0.008261287925848617,0.008261287925848617
SGK1 (6446),-0.008245138017244864,0.008245138017244864
NEXN (91624),0.008245132169664797,0.008245132169664797
CLRN1 (7401),-0.008220788280522827,0.008220788280522827
CTF1 (1489),0.008216435170621716,0.008216435170621716
MYOT (9499),0.008189260536318221,0.008189260536318221
TEX35 (84066),0.008178286540844518,0.008178286540844518
CRYGA (1418),-0.008144065994261757,0.008144065994261757
C17orf67 (339210),0.008140935021688991,0.008140935021688991
