gene_symbol,coefficient,abs_coefficient
PAK3,-0.025303567188218,0.025303567188218
TRAPPC8,0.0252930310345965,0.0252930310345965
SYN3,-0.0251809129634814,0.0251809129634814
OR6C76,0.0251753656351545,0.0251753656351545
PRDX1,0.025127315300152,0.025127315300152
GAGE12B,-0.0250936280598088,0.0250936280598088
ANKS1A,-0.025006540172565,0.025006540172565
ZFP41,0.0249621764661509,0.0249621764661509
SLC1A7,-0.0249339273889631,0.0249339273889631
KRTAP13-2,-0.0249294335351094,0.0249294335351094
STC2,0.0248580554128677,0.0248580554128677
RIMS1,0.0248504858323872,0.0248504858323872
MAP3K1,-0.0248291431366328,0.0248291431366328
SLC24A5,-0.0248258691598062,0.0248258691598062
LCE1B,-0.0247498205910704,0.0247498205910704
BCAT1,0.0247319919054472,0.0247319919054472
ALG14,0.0246898785824607,0.0246898785824607
ZNF804B,-0.0246147300095012,0.0246147300095012
OR12D3,-0.0244635027040835,0.0244635027040835
NRROS,-0.024411350278069,0.024411350278069
RPS27L,-0.0243105946722535,0.0243105946722535
NR1D2,0.0241912963781074,0.0241912963781074
RMND5B,0.0240521033231508,0.0240521033231508
GNAT2,0.0239420113748513,0.0239420113748513
TPRG1,0.0238989374325733,0.0238989374325733
RAB3IP,0.0238709113684438,0.0238709113684438
USP17L22,0.0237106289175794,0.0237106289175794
UVRAG,0.0236200956735471,0.0236200956735471
OR5W2,-0.0235452198552633,0.0235452198552633
NPFFR1,-0.0235087962211207,0.0235087962211207
SCN5A,-0.0234075799697576,0.0234075799697576
INSYN1,0.0233370660670426,0.0233370660670426
FAM90A12,0.0233271729010193,0.0233271729010193
KLHDC2,0.0233148751656319,0.0233148751656319
COL6A6,-0.0232926205987802,0.0232926205987802
MXD1,-0.0232402893542373,0.0232402893542373
RET,-0.0231256126478992,0.0231256126478992
SPAAR,0.0231132334776696,0.0231132334776696
RNF228,0.0229862328816569,0.0229862328816569
USP6,-0.0228196079602749,0.0228196079602749
UNCX,-0.022647820289474,0.022647820289474
SLC15A5,-0.0222895714057127,0.0222895714057127
CPED1,-0.0221404368605638,0.0221404368605638
GDF7,0.0220648474398069,0.0220648474398069
DUSP6,-0.0219535169627335,0.0219535169627335
TSPAN33,0.0219451232503158,0.0219451232503158
TEX48,0.021904887117008,0.021904887117008
RNF2,-0.0217128012863852,0.0217128012863852
IL23A,-0.021646408765054,0.021646408765054
LYZ,-0.021631118588858,0.021631118588858
CYLD,0.021626260449792,0.021626260449792
PSMB3,0.021593366420241,0.021593366420241
OR8B3,-0.0215574088177712,0.0215574088177712
B3GALT1,-0.0215172611596653,0.0215172611596653
ERBB2,0.021381838571642,0.021381838571642
VPS9D1,-0.0213301072778775,0.0213301072778775
SERTAD2,0.0211301558817078,0.0211301558817078
DEFB131A,-0.0211275362437053,0.0211275362437053
SLC44A5,-0.0211237211384309,0.0211237211384309
SMTNL2,0.0210701006720944,0.0210701006720944
MAP1S,-0.020933382273543,0.020933382273543
UBA52,-0.020765542877541,0.020765542877541
OPRM1,-0.0205772876875954,0.0205772876875954
UNC93A,0.0204681748632299,0.0204681748632299
MERTK,0.0204494571875706,0.0204494571875706
IL20RB,0.020431521720908,0.020431521720908
ITGAD,0.020423424442353,0.020423424442353
GRIN2A,0.0203783527909264,0.0203783527909264
LRTM1,0.020340913194112,0.020340913194112
GSPT2,-0.020176475955589,0.020176475955589
PRSS35,0.0199250642936147,0.0199250642936147
ZNF236,0.0198440089092496,0.0198440089092496
CUL2,0.0197736306039545,0.0197736306039545
TLR6,-0.0197131413986151,0.0197131413986151
TNS4,-0.0195221133622546,0.0195221133622546
EIF4E3,0.0192718689811981,0.0192718689811981
TIGD7,0.0191408149151276,0.0191408149151276
NFATC4,0.0191075929059597,0.0191075929059597
GABRA1,-0.0190952168954464,0.0190952168954464
KLRC4,-0.0190839128765524,0.0190839128765524
NCR1,0.0190397435837426,0.0190397435837426
KRTAP10-1,0.0190126256119496,0.0190126256119496
RAMP1,0.0189937188495894,0.0189937188495894
OR10G6,0.018941132969246,0.018941132969246
TRMT61A,0.0188134309224546,0.0188134309224546
LRWD1,-0.0187747728127233,0.0187747728127233
DSG1,0.0187583088130091,0.0187583088130091
ETV5,-0.0187438992545734,0.0187438992545734
GOLGA7B,-0.0187277524556026,0.0187277524556026
SLC7A8,-0.0187156284758806,0.0187156284758806
ANO3,-0.0187032206956492,0.0187032206956492
XPNPEP3,-0.0186860918137663,0.0186860918137663
MUL1,0.0185780292453424,0.0185780292453424
OR11H6,0.0185697348565739,0.0185697348565739
IL24,-0.0185061185280135,0.0185061185280135
GFRA1,0.0184679411749426,0.0184679411749426
FAM170A,0.0184122848935041,0.0184122848935041
C11orf24,-0.0183719459093214,0.0183719459093214
ELFN2,0.0183095934467009,0.0183095934467009
ARRDC2,-0.018266693260756,0.018266693260756
CAPS2,-0.018264988169194,0.018264988169194
SIX2,0.0181748710868905,0.0181748710868905
ATP11C,0.018103965746804,0.018103965746804
ILRUN,0.0180492551759598,0.0180492551759598
NHP2,0.018026797388877,0.018026797388877
ADH6,0.0179864768709234,0.0179864768709234
LGI3,-0.0178747511752951,0.0178747511752951
MYH4,0.0175843398128817,0.0175843398128817
CRYGN,-0.0175448013198513,0.0175448013198513
SELENOM,0.0175067097169487,0.0175067097169487
OCM,0.0174921579075136,0.0174921579075136
OR2A25,0.017462541150554,0.017462541150554
KRTAP4-4,0.0174344260414221,0.0174344260414221
FAM90A23,0.0174219975604277,0.0174219975604277
ZNF233,0.0173647840352831,0.0173647840352831
ZNF114,-0.0173121748717177,0.0173121748717177
TOR1AIP1,-0.0172384234903165,0.0172384234903165
SPECC1,0.0172084386931552,0.0172084386931552
CYP39A1,-0.0170040376918553,0.0170040376918553
FAM120AOS,0.0169855836128104,0.0169855836128104
AIFM3,-0.0169750028184962,0.0169750028184962
CATSPER1,-0.016820874613484,0.016820874613484
DCUN1D4,0.0167478870707816,0.0167478870707816
FAM162B,-0.0167217473927191,0.0167217473927191
DES,-0.0166988557874243,0.0166988557874243
NR4A2,-0.0166170402534109,0.0166170402534109
SLC35G5,0.0165697902881064,0.0165697902881064
RFWD3,-0.0165651840556331,0.0165651840556331
CALCR,0.0165229504263065,0.0165229504263065
STAC2,0.0164254855478607,0.0164254855478607
ZNF75A,0.016411677141578,0.016411677141578
RPP25L,-0.0163915622635505,0.0163915622635505
ECEL1,0.0162911865317559,0.0162911865317559
